Employee ID,Date of Joining,Gender,Company Type,WFH Setup Available,Age,Tenure,Vacations taken,Designation,Average Hours worked per day,Employee satisfaction score,Mental Fatigue Score
fffe33003400300034003600,2008-04-26,Male,Service,Yes,63,18,1,3,7,6.4,0.56
fffe3400350037003000,2008-01-26,Male,Service,Yes,23,9,4,3,8,7.2,0.73
fffe32003800370034003800,2008-09-05,Female,Service,No,44,19,3,2,5,8.6,0.7
fffe31003500390039003000,2008-04-03,Male,Service,No,58,9,5,2,5,,0.58
fffe31003300330030003000,2008-12-19,Male,Product,No,34,2,7,4,8,9.5,0.88
fffe31003100370035003400,2008-08-13,Male,Product,Yes,61,6,4,2,6,6.8,0.63
fffe3100360037003800,2008-03-08,Female,Service,No,33,9,4,2,5,6.5,0.62
fffe3500390039003700,2008-09-14,Female,Service,Yes,37,4,5,2,3,3.5,0.25
fffe33003400350037003000,2008-04-24,Male,Service,No,43,11,8,2,3,4.8,0.4
fffe3300340033003900,2008-02-05,Male,Product,No,29,16,4,3,8,7.6,0.77
fffe32003800380038003500,2008-02-17,Male,Product,Yes,43,11,3,3,6,6.2,0.58
fffe31003700380039003600,2008-09-11,Female,Product,Yes,22,6,7,3,6,3.6,0.3
fffe32003600360038003400,2008-04-16,Male,Product,No,55,10,2,3,6,8,0.61
fffe31003000340032003700,2008-10-24,Female,Service,Yes,31,18,7,3,5,6,0.4
fffe3300380034003600,2008-03-05,Female,Service,Yes,31,5,11,1,3,3.8,0.33
fffe32003200320034003000,2008-04-03,Female,Product,Yes,32,20,5,1,2,2.4,0.06
fffe31003100380033003600,2008-08-08,Male,Service,Yes,38,20,3,1,4,4.3,0.36
fffe32003800310031003100,2008-09-18,Female,Service,Yes,34,14,3,1,2,3.7,0.28
fffe31003800370033003800,2008-09-25,Male,Service,Yes,65,17,0,2,6,,0
fffe32003000330031003700,2008-03-01,Male,Product,Yes,51,7,12,2,5,5.6,0.37
fffe32003500340034003400,2008-05-23,Female,Service,Yes,62,18,8,0,1,1,0.03
fffe33003300310035003800,2008-09-07,Female,Product,Yes,47,12,4,2,5,7.2,0.67
fffe32003400360033003800,2008-03-23,Male,Service,Yes,63,7,0,1,3,6.7,0.46
fffe31003000300032003600,2008-01-25,Female,Service,Yes,32,3,4,1,2,,0
fffe31003700330032003300,2008-12-29,Female,Service,Yes,48,18,3,3,8,7.5,0.72
fffe3900370030003600,2008-06-15,Female,Service,No,32,4,2,3,6,,0.69
fffe3900360033003500,2008-03-27,Female,Service,No,63,7,8,4,7,7.5,0.65
fffe31003100350037003700,2008-02-24,Female,Product,No,48,16,5,0,1,4,0.24
fffe31003400350033003700,2008-11-30,Female,Service,Yes,62,2,9,1,3,5.3,0.41
fffe3100390034003700,2008-10-03,Female,Product,No,26,16,12,2,5,7.5,0.68
fffe31003700380032003400,2008-01-17,Female,Service,Yes,56,13,9,1,2,,0.42
fffe31003300310035003400,2008-01-30,Male,Product,No,32,13,1,4,7,7.7,0.72
fffe33003400390035003500,2008-03-28,Male,Service,Yes,58,7,8,0,2,4.4,0.33
fffe31003600300032003500,2008-10-21,Female,Service,Yes,40,19,0,2,3,,0.37
fffe3700370031003700,2008-02-03,Male,Service,Yes,53,10,3,4,6,,0.6
fffe31003400340031003500,2008-10-13,Male,Service,Yes,36,10,6,3,5,6.5,0.48
fffe32003300340038003400,2008-02-08,Male,Product,Yes,50,20,5,2,4,5.5,0.48
fffe31003700310033003400,2008-11-25,Male,Service,No,33,14,8,2,5,5,0.36
fffe32003000330033003800,2008-04-23,Female,Service,Yes,34,15,4,1,1,,0.24
fffe31003400380038003100,2008-11-07,Male,Product,No,65,5,3,4,10,9.2,0.91
fffe3400350037003400,2008-06-20,Male,Product,Yes,51,17,6,2,5,5,0
fffe31003000360035003700,2008-12-23,Female,Product,Yes,55,14,4,1,2,4.1,0.24
fffe33003400330035003900,2008-11-24,Female,Service,No,44,2,10,3,6,5.5,0.45
fffe3900350033003600,2008-06-21,Male,Service,No,62,20,11,5,9,8.8,0.85
fffe31003000300037003800,2008-05-20,Female,Service,No,33,7,7,2,4,5.5,0.34
fffe3900300031003000,2008-11-29,Male,Product,Yes,64,18,7,1,3,5.9,0.36
fffe33003100360037003700,2008-08-11,Female,Service,Yes,24,18,1,2,4,4.5,0.34
fffe3900350039003000,2008-04-29,Male,Product,No,35,10,2,3,6,8,0.59
fffe31003200370030003900,2008-07-22,Female,Service,Yes,31,5,11,2,4,5.8,0.44
fffe3800380035003500,2008-11-19,Male,Service,No,58,16,5,1,3,4.4,0.38
fffe32003000310034003600,2008-12-19,Female,Product,Yes,65,4,2,2,4,6.1,0
fffe31003700380033003600,2008-12-29,Male,Product,No,31,14,0,3,6,7.5,0.59
fffe33003400360035003000,2008-06-20,Female,Service,No,27,4,10,2,7,8,0.7
fffe31003200370036003300,2008-08-31,Male,Product,No,32,1,6,2,3,6.1,0.42
fffe32003000320030003900,2008-05-26,Male,Product,Yes,40,17,2,1,2,5.1,0.46
fffe31003800390034003900,2008-12-25,Female,Service,Yes,22,12,3,3,4,,0.48
fffe32003800370033003600,2008-02-14,Female,Service,Yes,33,17,9,3,5,4.7,0.39
fffe33003000360035003300,2008-03-04,Female,Service,Yes,55,16,6,3,5,5.2,0.42
fffe31003100370037003500,2008-10-06,Male,Product,Yes,58,2,8,0,1,0,0
fffe32003700320037003100,2008-10-21,Female,Service,Yes,53,6,10,2,5,5.1,0.46
fffe31003800300037003300,2008-08-16,Male,Product,Yes,39,18,0,1,2,4.4,0.3
fffe32003700370030003400,2008-10-29,Female,Product,No,50,1,7,4,6,6.9,0.63
fffe31003400310039003400,2008-07-15,Female,Service,No,44,15,12,2,5,5.3,0.45
fffe3300370039003900,2008-04-21,Male,Service,No,50,16,2,2,3,,0.49
fffe3400350038003300,2008-09-01,Female,Service,Yes,25,13,4,3,6,6,0.58
fffe31003900300039003700,2008-01-06,Male,Product,No,63,2,0,4,7,8.6,0.67
fffe32003400330033003400,2008-03-20,Male,Service,No,42,15,11,2,5,7.3,0.71
fffe32003800310033003800,2008-04-14,Female,Service,Yes,52,6,3,1,3,5.5,0.48
fffe3700360035003600,2008-05-21,Male,Service,Yes,33,7,0,1,3,2.9,0.22
fffe32003000340039003700,2008-06-11,Female,Product,No,56,18,12,3,6,5.1,0.43
fffe3300350035003000,2008-10-03,Male,Service,Yes,48,13,3,4,8,,0.74
fffe3800350037003300,2008-02-16,Male,Service,No,32,16,12,2,5,6.4,0.57
fffe31003900330038003200,2008-02-05,Female,Service,Yes,30,14,3,2,3,,0.22
fffe3100360031003700,2008-08-11,Male,Service,Yes,29,8,5,1,,4.8,0
fffe31003600380030003300,2008-11-19,Female,Service,No,58,17,2,3,,5.8,0.47
fffe33003400360039003100,2008-10-29,Female,Service,Yes,40,15,1,3,4,6.1,0.47
fffe33003000300033003700,2008-06-11,Female,Service,Yes,26,6,8,3,5,5.3,0.47
fffe3400370031003000,2008-10-13,Female,Product,Yes,47,2,11,1,4,5.5,0.34
fffe32003800370039003300,2008-10-10,Female,Service,Yes,49,11,5,1,3,5.5,0.37
fffe3400310036003300,2008-09-26,Female,Service,No,50,14,7,3,7,7.8,0.8
fffe31003100380031003200,2008-06-01,Male,Product,No,41,12,5,4,8,8.9,0.8
fffe3200390038003900,2008-07-11,Female,Product,No,57,16,7,2,,,0.36
fffe32003000370031003000,2008-07-23,Female,Service,Yes,43,2,0,1,4,6.9,0.49
fffe31003500390038003500,2008-07-10,Female,Service,Yes,49,19,12,1,3,,0.35
fffe31003400340032003700,2008-08-09,Male,Service,Yes,52,17,12,0,1,0,0
fffe33003000340033003600,2008-10-05,Male,Service,Yes,31,8,1,4,9,9.3,0.86
fffe31003500340030003900,2008-03-14,Female,Service,Yes,64,17,5,1,2,4.6,0.33
fffe3800310033003200,2008-08-04,Female,Service,Yes,27,20,12,2,5,7.3,0
fffe31003200370033003800,2008-06-14,Female,Service,Yes,22,1,5,3,6,5.7,0.5
fffe33003200300031003300,2008-10-23,Female,Service,Yes,59,6,9,2,4,4.5,0.34
fffe32003100380035003300,2008-02-22,Male,Product,Yes,36,20,8,0,2,4.7,0.23
fffe3400340035003800,2008-02-04,Male,Product,No,63,16,11,4,8,9.9,0.92
fffe33003200380031003800,2008-05-19,Female,Service,Yes,40,4,9,3,6,6.3,0.44
fffe33003200330034003200,2008-09-20,Female,Service,Yes,54,11,2,1,3,3.6,0.15
fffe33003000310038003300,2008-03-08,Female,Service,Yes,30,13,10,0,2,4.3,0.32
fffe32003200390032003500,2008-08-01,Female,Service,Yes,33,9,2,3,4,6.5,0.43
fffe32003600360035003100,2008-01-18,Male,Service,No,34,5,4,4,9,8.7,0.78
fffe360030003700,2008-03-04,Male,Service,Yes,65,18,5,0,1,3.1,0.23
fffe31003200320037003900,2008-07-13,Male,Service,Yes,64,11,7,2,4,3.6,0.21
fffe3100320034003200,2008-08-15,Male,Service,Yes,24,16,8,1,2,3.6,0.23
fffe3600390030003500,2008-11-04,Female,Product,Yes,39,12,2,3,5,5.7,0.4
fffe32003100360038003100,2008-11-24,Female,Service,Yes,64,11,5,2,5,5.7,0.38
fffe32003800370033003900,2008-04-16,Female,Service,No,22,12,3,0,1,0.5,0
fffe31003100300038003900,2008-12-05,Female,Product,No,21,9,7,2,4,3.9,0.33
fffe310030003300,2008-07-27,Male,Product,Yes,46,20,6,3,,7.3,0.63
fffe3600350036003900,2008-12-07,Female,Product,No,33,19,10,2,5,7,0.62
fffe32003200330038003600,2008-10-13,Female,Service,No,35,3,9,2,4,,0.39
fffe3700340032003100,2008-06-15,Male,Service,Yes,44,17,5,3,4,5.4,0.36
fffe32003100390036003700,2008-06-04,Female,Service,Yes,51,11,8,2,3,3.7,0.28
fffe31003600360035003400,2008-12-17,Female,Product,No,49,19,4,3,,7.4,0.56
fffe31003800360038003300,2008-09-09,Female,Service,Yes,36,7,5,2,4,6.1,0.41
fffe32003800330034003000,2008-02-05,Male,Service,Yes,63,20,2,0,1,2.8,0.1
fffe32003400300033003500,2008-11-01,Female,Service,No,22,20,6,2,4,6.9,0.63
fffe31003400390032003000,2008-01-28,Male,Service,Yes,48,18,12,3,7,7.3,0.67
fffe32003600300034003200,2008-04-14,Male,Service,No,45,1,9,3,7,7.2,0.62
fffe32003200380037003700,2008-04-04,Male,Service,Yes,58,13,4,2,7,9,0.77
fffe31003500330036003700,2008-07-06,Female,Service,No,51,19,11,0,1,0,0
fffe32003900310031003300,2008-12-19,Male,Product,Yes,52,14,11,2,6,5.6,0.51
fffe33003100310035003200,2008-12-28,Female,Service,Yes,55,1,5,2,4,6.8,0.61
fffe3300330034003200,2008-02-11,Female,Service,Yes,25,12,1,1,3,5.1,0.41
fffe3400360032003100,2008-07-08,Female,Service,Yes,55,12,3,3,5,6,0.53
fffe3700390038003900,2008-12-16,Female,Service,Yes,23,8,9,1,3,6.8,0.5
fffe32003700330036003100,2008-11-17,Male,Product,Yes,56,16,1,2,5,6.5,0.55
fffe3100310034003000,2008-07-13,Male,Service,Yes,56,13,6,4,6,5.7,0.49
fffe31003400370037003600,2008-01-21,Male,Service,Yes,39,1,1,2,,6.9,0.57
fffe31003500330036003100,2008-10-19,Male,Product,Yes,55,6,6,3,5,6.1,0.44
fffe3200340032003800,2008-01-07,Male,Service,Yes,51,13,6,3,7,8.8,0.7
fffe32003500340036003900,2008-10-21,Female,Service,Yes,23,19,5,1,2,6.8,0.48
fffe3500340030003100,2008-12-24,Male,Product,No,51,1,1,0,,3.8,0.23
fffe31003100320034003200,2008-06-09,Male,Service,No,59,19,1,4,7,,0.79
fffe32003500330030003600,2008-01-19,Male,Service,No,55,10,1,2,5,6.8,0.6
fffe32003800370038003100,2008-09-13,Male,Product,Yes,61,8,6,2,4,5.5,0.48
fffe33003400390038003700,2008-10-28,Female,Service,Yes,31,11,6,2,3,4.5,0.21
fffe31003600370032003800,2008-07-22,Female,Product,No,51,12,0,2,2,2.6,0.15
fffe32003400350038003000,2008-10-14,Male,Service,No,60,11,7,5,10,10,0.98
fffe31003100350037003800,2008-11-08,Female,Service,Yes,64,15,5,1,2,4.3,0.25
fffe32003700310038003500,2008-02-16,Male,Product,No,45,7,5,3,8,8.8,0.7
fffe32003400390031003600,2008-07-11,Female,Service,No,63,8,4,4,7,7.2,0.69
fffe3500350032003300,2008-09-02,Male,Service,Yes,59,13,12,1,3,4.4,0.33
fffe3300360036003400,2008-12-04,Female,Service,No,55,12,12,2,4,5.5,0.44
fffe33003200380032003700,2008-12-26,Female,Product,No,57,15,10,2,5,7.8,0.57
fffe33003300320037003500,2008-05-08,Male,Product,Yes,34,6,12,1,3,4.5,0.27
fffe32003200330034003200,2008-08-12,Male,Service,No,23,16,8,4,6,6.7,0.67
fffe31003000340033003200,2008-01-26,Female,Service,No,42,12,7,1,1,3.4,0.25
fffe390035003100,2008-08-24,Female,Service,No,27,4,4,0,1,3.6,0.18
fffe3500300035003400,2008-02-03,Female,Product,No,55,3,0,3,7,7.9,0.6
fffe32003500370035003000,2008-09-30,Female,Service,Yes,36,14,5,2,5,5.3,0.39
fffe31003700340033003400,2008-09-21,Female,Service,Yes,54,14,4,1,3,5.3,0.34
fffe33003400340030003900,2008-11-10,Female,Product,No,58,2,10,3,6,5.5,0.52
fffe33003100320037003700,2008-04-28,Female,Product,No,42,8,4,1,3,5.4,0.42
fffe3900300039003300,2008-12-25,Male,Product,Yes,51,1,0,1,1,4.8,0.28
fffe31003600330039003300,2008-01-09,Female,Product,Yes,33,14,12,2,4,6.2,0.38
fffe3500370038003800,2008-05-18,Male,Product,No,36,10,1,4,6,6.9,0.59
fffe3200340033003500,2008-01-23,Female,Product,Yes,45,12,11,2,5,8,0.62
fffe31003700370036003700,2008-09-14,Male,Product,No,21,16,5,3,7,8.7,0.76
fffe3200350035003100,2008-08-09,Female,Service,No,21,5,12,1,3,4.2,0.33
fffe33003100310030003900,2008-12-08,Male,Service,No,45,5,7,2,2,4.2,0.28
fffe33003000370038003600,2008-01-25,Female,Service,No,62,20,12,3,6,7.2,0.62
fffe31003900330039003900,2008-10-08,Female,Service,Yes,44,3,7,2,4,5.2,0.45
fffe31003500380036003900,2008-09-14,Male,Service,Yes,30,8,11,2,2,3.3,0.24
fffe3400310039003500,2008-08-08,Male,Product,No,22,3,5,0,1,1.6,0
fffe33003100350036003000,2008-09-27,Male,Service,No,60,5,0,2,5,6.3,0.53
fffe340039003600,2008-05-03,Male,Service,Yes,43,8,5,2,4,6.8,0.59
fffe3700330038003100,2008-07-24,Female,Product,Yes,43,13,8,0,1,2,0
fffe3700300032003000,2008-05-21,Male,Product,Yes,32,2,8,3,6,,0.65
fffe31003500390034003500,2008-02-04,Male,Product,Yes,37,8,0,3,5,3.8,0.29
